environment,file,label,inferred_state,confidence,correct,pitch,pitch_std,pitch_velocity,energy,speech_rate,spectral_centroid,duration,spectral_rolloff,spectral_bandwidth,zcr,low_band_ratio,low_mid_ratio,high_band_ratio,thickness_score,main_freq_velocity_mean,main_freq_jump_ratio,main_freq_smoothness,pitch_delta,energy_delta,speech_rate_delta,spectral_centroid_delta,thickness_score_delta,pitch_std_delta,pitch_velocity_delta,main_freq_velocity_mean_delta,main_freq_jump_ratio_delta,main_freq_smoothness_delta
outside,stressed_19.wav,stressed,stressed,0.95,True,150.85525823294427,80.38735740062869,13.311866454433396,0.09839749336242676,2.919280593123676,1184.45466915205,4.453151927437641,2176.087188720703,1637.634802799159,0.05538177490234375,0.43501007556915283,0.34960848093032837,0.16472113132476807,0.339018489997715,57.272931654676256,0.1630695443645084,0.009061564454052994,27.646054614470273,0.03174754915138085,-0.3605060780230738,113.06107911317918,-0.09314239854276068,16.554459220240197,3.3980902376987476,19.982032891239022,0.03310188554301116,-0.007666698300673576
outside,stressed_2.wav,stressed,tired,0.95,False,113.98860199304528,72.77101151912841,7.0683192594116715,0.06332474946975708,3.9375,998.5156397067777,5.333333333333333,1787.4899159307065,1448.083237176922,0.0352241847826087,0.4528732895851135,0.3048167824745178,0.1439393013715744,0.5283271254223366,15.66904105392157,0.054466230936819175,0.03363989435314974,-9.220601625428714,-0.0033251947412888255,0.6577133288532502,-72.87795033209306,0.09616623688186093,8.938113338739917,-2.845456957322977,-21.621857709515666,-0.07550142788467806,0.016911631598423172
outside,stressed_20.wav,stressed,stressed,0.95,True,153.02851922957453,72.90056249167188,18.77319971428186,0.08288871496915817,2.773316563467492,1521.9882300366385,4.687528344671202,2629.236081567141,1660.6059965228624,0.0882145343440594,0.44390633702278137,0.29112109541893005,0.20795117318630219,-0.0449180125615406,46.18095102505695,0.1480637813211845,0.01193596680820189,29.819315611100535,0.016238770758112267,-0.5064701076792577,450.5946399977677,-0.4770789011020163,9.067664311283387,8.85942349754721,8.890052261619715,0.018096122499687256,-0.00479229594652468
outside,stressed_3.wav,stressed,tired,0.95,False,102.2197243816785,74.05887103464075,12.585248894811304,0.05773518979549408,2.475233631745853,1208.4134679295605,6.464036281179139,2184.423828125,1578.0891959525159,0.05224434363799283,0.3756100535392761,0.2611418068408966,0.21143151819705963,0.0772013667990673,27.342520514838128,0.08093525179856115,0.01876156256561199,-20.98947923679549,-0.008914754415551826,-0.8045530394008966,137.0198778906897,-0.3549595217414084,10.225972854252255,2.671472678076656,-9.948378248599106,-0.0490324070229361,0.00203329981088542
outside,stressed_intense_1.wav,stressed,stressed,0.95,True,138.4113072562714,73.46969098756568,11.035470224016635,0.07894393801689148,2.64125386996904,1121.2675755555379,4.921904761904762,1842.866372162441,1313.3000132684044,0.057734651385613206,0.45537832379341125,0.33887386322021484,0.16314466297626495,0.41097555191533663,41.53674078091106,0.10412147505422993,0.01252797943777288,15.202103637797421,0.012293993805845574,-0.6385328011777096,49.87398551666706,-0.02118533662513905,9.636792807177194,1.1216940072819863,4.2458420174738265,-0.025846183767267314,-0.00420028331695369
outside,stressed_intense_2.wav,stressed,happy,0.9,False,144.02567146348832,76.51896671204746,21.34390477679001,0.08743900060653687,3.860294117647059,1136.3289180130653,4.921904761904762,1936.210776275059,1349.790333318772,0.05856611143867924,0.3755500018596649,0.3581296503543854,0.22327463328838348,0.19545826302581704,56.58554772234273,0.1561822125813449,0.009455778816999846,20.81646784501433,0.02078905639549096,0.580507446500309,64.93532797419448,-0.23670262551465865,12.686068531658968,11.43012856005536,19.294648958905498,0.02621455375984766,-0.007272483937726724
outside,stressed_intense_3.wav,stressed,stressed,0.95,True,168.20046510808675,76.2385632663565,17.432129109882272,0.11407744139432907,3.0476006191950464,1597.2532864980205,4.921904761904762,2567.5297575176887,1477.941531750292,0.10126308225235849,0.32907629013061523,0.390785276889801,0.22978372871875763,-0.2493961044408735,31.82619305856833,0.08893709327548807,0.016723091954284158,44.991261489612754,0.047427497183283165,-0.2321860519517034,525.8596964591497,-0.6815569929813492,12.405665085968003,7.518352893147624,-5.464705704868905,-0.04103056554600917,-5.1708004424125265e-06
outside,stressed_intense_4.wav,stressed,stressed,0.95,True,145.62212645179082,76.55656077178242,16.007953020193924,0.09177248924970627,3.1438406387485744,1192.263870920437,4.453151927437641,2016.943359375,1437.4697286336043,0.061335245768229164,0.31997841596603394,0.3933609127998352,0.23593750596046448,0.0788054983842974,55.58678057553957,0.15587529976019185,0.009647691134734298,22.412922833316827,0.025122545038660363,-0.13594603239817538,120.87028088156626,-0.3533553901561783,12.723662591393925,6.094176803459275,18.295881812102337,0.025907640938694604,-0.007080571619992272
outside,stressed_intense_5.wav,stressed,happy,0.7,False,146.9801313067347,73.75887758456217,16.902809070242682,0.10998628288507462,4.042080821248167,953.363002557553,4.453151927437641,1632.7102661132812,1299.5620513830243,0.0435943603515625,0.43667343258857727,0.3631021976470947,0.1674303114414215,0.5289060053787635,60.75764388489208,0.15827338129496402,0.00847729623157691,23.770927688260713,0.04333633867402871,0.7622941501014169,-118.03058748131775,0.09674511683828785,9.925979404173681,6.989032853508034,23.46674512145485,0.02830572247346677,-0.008250966523149661
outside,stressed_intense_6.wav,stressed,stressed,0.95,True,170.97912180940463,80.82170903092847,15.845560405163479,0.11458206176757812,3.3684006843734724,1096.9457979006438,4.453151927437641,1816.3593292236328,1259.3613826492308,0.060160319010416664,0.3964192271232605,0.3794960379600525,0.1813966929912567,0.31960133602216106,53.507194244604314,0.15347721822541965,0.009840243877198014,47.76991819093064,0.04793211755653222,0.08861401322672258,25.552207861773013,-0.11255955251831462,16.988810850539984,5.93178418842883,16.21629548116708,0.02350955940392241,-0.006888018877528556
outside,stressed_intense_7.wav,stressed,stressed,0.55,True,139.1438366725428,81.41472639551338,17.751372581683583,0.08784204721450806,3.5023993044525072,1179.1359873798267,5.4248526077097505,2125.897686298077,1473.0152675772658,0.05546582865918803,0.4404713213443756,0.24623851478099823,0.24517281353473663,0.15236249533204738,35.5714812992126,0.10039370078740158,0.015205618881059896,15.934633054068797,0.02119210300346215,0.22261263330575742,107.7423973409559,-0.2797983932084283,17.581828215124894,7.837596364948935,-1.7194174642246338,-0.029573958034095668,-0.0015226438736666743
outside,stressed_intense_8.wav,stressed,happy,0.95,False,144.6201784414158,70.89379504791076,13.270977746767864,0.13926221430301666,5.99636013722701,754.4747779243382,4.335963718820862,1342.1403691092914,1103.3803058130684,0.03289762282754011,0.5873010754585266,0.24162112176418304,0.10905652493238449,0.8723403562404588,29.03709975369458,0.08866995073891626,0.01837750457310588,21.410974822941796,0.07261227009197076,2.7165734660802605,-316.91881211453256,0.4401794676999831,7.060896867522267,3.3572015300332154,-8.253799009742654,-0.041297708082580986,0.0016492418183793114
outside,stressed_intense_9.wav,stressed,happy,0.95,False,156.68904999462333,77.95547567573605,14.438083969068591,0.11093555390834808,3.6393001980571533,1089.07150547024,5.770340136054422,2008.5549228162652,1588.8595635729218,0.04379823983433735,0.4987255036830902,0.2881564497947693,0.16007450222969055,0.4952893792724452,33.28993055555556,0.1,0.015719326897838958,33.47984637614934,0.04428560969730218,0.3595135269104035,17.67791543136923,0.06312849073196952,14.122577495347564,4.524307752333943,-4.000968207881677,-0.02996765882149724,-0.001008935856887612
outside,tired_1.wav,tired,tired,0.95,True,95.423732459197,55.56432097775816,8.113952236745087,0.04483910650014877,2.4136123241424605,1134.6062213674634,7.872018140589569,2007.4645278033088,1526.1820227336848,0.04886833639705882,0.38230904936790466,0.2922038733959198,0.2032846212387085,0.1897821333380042,34.141878111172566,0.08112094395280237,0.015288470058704807,-27.785471159276995,-0.021810837710897132,-0.8661743470042893,63.21263132859258,-0.24237875520247149,-8.268577202630333,-1.7998239799895615,-3.1490206522646673,-0.04884671486869488,-0.0014397926960217633
outside,tired_13.wav,tired,tired,0.65,True,140.63939048951138,66.99251085377706,12.611524589323608,0.07972608506679535,2.2412929363333407,935.3153662624234,6.2463945578231295,1629.3855794270833,1439.5086847566974,0.034351490162037035,0.5242966413497925,0.26400840282440186,0.1553683578968048,0.6475412867010071,24.23878205128205,0.05128205128205128,0.022052350732442962,17.430186871037392,0.013076140855749444,-1.0384937348134091,-136.07822377644743,0.2153803981605314,3.1596126733885725,2.6977483725889595,-13.052116712155183,-0.07868560753944596,0.005324087977716392
outside,tired_14.wav,tired,tired,0.9,True,126.30810640040717,64.2037806595432,15.083435430093486,0.06943128257989883,3.0775770187281126,1165.238821384403,7.148480725623583,2077.6744495738635,1696.4305043001602,0.047804002637987016,0.5776188969612122,0.20239339768886566,0.15905630588531494,0.5072764816001996,33.47714552238806,0.08656716417910448,0.015576160790682246,3.0989027819331767,0.0027813383688529286,-0.2022096524186372,93.84523134553228,0.07511559305972387,0.37088247915470873,5.1696592133588375,-3.8137532410491772,-0.04340049464239276,-0.0011521019640443244
outside,tired_15.wav,tired,happy,0.85,False,137.8159701336951,71.12404291846485,14.890315815193166,0.06447150558233261,3.758333825004425,1120.67900068348,6.917959183673469,1873.0273765205536,1539.0240400372513,0.049560546875,0.46016693115234375,0.3070099353790283,0.17096012830734253,0.41171869987541365,24.486400462962962,0.08024691358024691,0.02184648371221394,14.606766515221096,-0.0021784386287132945,0.4785471538576753,49.2854106446091,-0.020442188665062033,7.291144738076362,4.976539598458517,-12.804498300474272,-0.049720745241250336,0.00511822095748737
outside,tired_16.wav,tired,tired,0.95,True,135.0341673668352,66.6696186220213,13.068617977777812,0.05915519967675209,3.0820686900958467,1421.9853304889089,6.813605442176871,2690.1123046875,1839.2526920068585,0.05598460087159864,0.5236095786094666,0.22906619310379028,0.19254060089588165,0.22897387950588743,29.609130094043888,0.06739811912225706,0.018911125872542872,11.8249637483612,-0.007494744534293815,-0.1977179810509031,350.59174045003806,-0.20318700903458825,2.8367204416328136,3.154841761043164,-7.681768669393346,-0.06256953969924019,0.002182863117816302
outside,tired_17.wav,tired,stressed,0.6,False,147.09290285617865,61.44496349045498,13.94928547739847,0.08606302738189697,3.066666666666667,1033.4784768227967,7.5,1707.4230087799922,1294.6839770450326,0.0511758054373065,0.5240514874458313,0.25498420000076294,0.1747499406337738,0.5033314756102134,35.07290184921764,0.06970128022759602,0.014953928002268652,23.88369923770466,0.019413083170851067,-0.21312000448008295,-37.91511321607413,0.07117058706973772,-2.387934689933509,4.035509260663822,-2.217996914219597,-0.06026637859390123,-0.0017743347524579178
outside,tired_18.wav,tired,tired,0.95,True,126.2275353166369,64.95761553934884,13.168466276154026,0.061652570962905884,3.3391102436397904,1119.374440477802,5.390657596371882,1872.695543019045,1484.9288242789771,0.05292298149141631,0.5025936961174011,0.2509446442127228,0.16974633932113647,0.4139978875389106,19.21410891089109,0.04950495049504951,0.026564414752737478,3.0183316981629105,-0.004997373248140022,0.059323572493040544,47.98085043893116,-0.018163001001565093,1.1247173589603463,3.254690059419378,-18.076789852546145,-0.08046270832644774,0.009836151998010908
outside,tired_19.wav,tired,stressed,0.6,False,141.94352808536559,61.87746431136946,10.578500032276793,0.08876463770866394,2.901315789473684,1270.7488685680614,5.859410430839002,2301.9249475049405,1696.1283169412025,0.05890254446640316,0.5270645618438721,0.23962190747261047,0.1978166103363037,0.3074556878348274,28.81659836065574,0.0546448087431694,0.018035845419969023,18.734324466891593,0.022114693497618035,-0.37847088167306575,199.35527852919063,-0.12470520070564828,-1.955433869019032,0.6647238155421444,-8.474300402781495,-0.07532285007832784,0.001307582665242453
outside,tired_2.wav,tired,tired,0.95,True,103.13513968627268,59.13267660734303,10.646439798483325,0.04794206842780113,2.2822997364586737,1034.2576947447126,5.696009070294784,1792.1577267530488,1378.6372969471101,0.043066009273373985,0.39537325501441956,0.3245677053928375,0.17771121859550476,0.3563152367447959,23.2470703125,0.07959183673469387,0.02218317224998279,-20.074063932201312,-0.018707875783244773,-0.9974869346880761,-37.13589529415822,-0.07584565179567976,-4.700221573045461,0.7326635817486764,-14.043828450937234,-0.05037582208680337,0.005454909495256219
outside,tired_20.wav,tired,stressed,0.55,False,145.9664374054111,68.2640880827369,14.862105129749056,0.07253152132034302,2.9225728065976955,1356.89535920508,6.158956916099773,2429.40673828125,1747.1752208530409,0.05765757166353384,0.44951552152633667,0.3214258551597595,0.17762261629104614,0.24377668050949713,38.019930675909876,0.08665511265164645,0.013895925309401461,22.75723378693712,0.005881577109297112,-0.35721386454905435,285.5017691662092,-0.18838420803097855,4.4311899023484145,4.948328913014407,0.7290319124726423,-0.043312546169850794,-0.002832337445325109
outside,tired_21.wav,tired,tired,0.95,True,127.79912646116286,60.66272334873796,11.46861117556373,0.053799744695425034,2.8904076124196365,1213.5888655709855,7.611383219954648,2091.7077785584984,1664.6375624082418,0.05749213986280488,0.5392506122589111,0.2190309315919876,0.17014357447624207,0.3795528232039317,22.911553295932677,0.07152875175315568,0.022596808042178593,4.589922842688864,-0.012850199515620872,-0.3893790587271133,142.1952755321147,-0.052608065336543997,-3.1701748316505274,1.5548349588290815,-14.379345467504557,-0.05843890706834157,0.005868545287452023
outside,tired_3.wav,tired,tired,0.95,True,104.87357860623086,56.80770680428063,8.355905379892642,0.04988764971494675,3.4215222282566526,945.2624239090136,5.845351473922903,1647.119140625,1424.2761087483589,0.03220718625992063,0.4817889630794525,0.26818493008613586,0.144944965839386,0.5844765677633513,15.240199428429424,0.0636182902584493,0.03352855479071787,-18.335625012243128,-0.01676229449609916,0.14173555710990282,-126.1311661298572,0.15231567922287564,-7.025191376107863,-1.5578708368420067,-22.05069933500781,-0.06634936856304795,0.016800292035991298
cafe,happy_1.wav,happy,tired,0.95,False,106.14709639430588,48.11819451388128,18.251686923042648,0.03845902904868126,4.591406469614467,1177.558406059446,4.3559637188208615,2437.2035249750666,1634.758743943482,0.03861317736037234,0.533967137336731,0.1993943750858307,0.21463389694690704,0.35934561919391755,25.965073529411764,0.09558823529411764,0.019394690286572036,-45.99848205507085,-0.04118369581798713,-0.03394148637885941,-199.35404032263568,0.17387691165048105,-8.972726520143645,-6.00420954092224,-23.74550507235919,-0.08541143640886564,0.0076734353321255295
cafe,happy_13.wav,happy,happy,0.8,True,171.93534802705292,75.7569706839661,24.525140174317716,0.10746992379426956,5.790441176470588,1470.2317805896278,3.2812698412698413,2733.731122084067,1858.5842689235546,0.06127585827464789,0.486880898475647,0.2827583849430084,0.19018720090389252,0.18074262022733806,32.675081433224754,0.09446254071661238,0.016137325475616027,19.789769577676196,0.027827198927601174,1.165093220477261,93.31933420754604,-0.004726087316098443,18.66604964994118,0.26924371035282846,-17.0354971685462,-0.0865371309863709,0.00441607052116952
cafe,happy_14.wav,happy,happy,0.95,True,162.31464652246194,68.22083566367718,27.558150537009496,0.10070298612117767,5.451818885448916,1275.3608413599518,4.218775510204082,2409.944035456731,1719.7560374119807,0.048219114869505496,0.4277699291706085,0.3625261187553406,0.18019327521324158,0.3129671785827751,44.798259493670884,0.1518987341772152,0.011890323834025867,10.169068073085214,0.021060261254509285,0.8264709294555894,-101.55160502212993,0.12749847103933862,11.129914629652255,3.302254073044608,-4.912319108100071,-0.02910093752576809,0.00016906887957936038
cafe,happy_15.wav,happy,stressed,0.75,False,164.32054962153612,70.0468626431032,22.971755471963732,0.11663848906755447,3.7101224929331003,1319.2178643197271,5.390657596371882,2326.5101093079397,1674.6887221480897,0.05447374597639485,0.4322878420352936,0.3265233635902405,0.20427989959716797,0.22509775437229568,47.524752475247524,0.17227722772277226,0.011320850074545776,12.174971172159388,0.036995764200886086,-0.9152254630602266,-57.694582062354584,0.03962904682885918,12.955941609078273,-1.2841409920011557,-2.1858261265234304,-0.00872244398021102,-0.00040040487990073044
cafe,happy_16.wav,happy,tired,0.95,False,154.9016565410386,68.1527212457095,19.86048585737627,0.10519469529390335,3.5246163682864453,1295.219421930269,5.390657596371882,2408.0682713586375,1727.7934160765526,0.05221256370708154,0.38082054257392883,0.385337233543396,0.20139455795288086,0.20153597060576073,41.21287128712871,0.13465346534653466,0.012880472283983747,2.7560780916618626,0.025551970427234963,-1.1007315877068815,-81.69302445181279,0.016067263062324227,11.061800211684577,-4.395410606588619,-8.497707314642241,-0.04634620635644862,0.00115921732953724
