file,environment,sr_original,duration,pitch_mean,pitch_std,energy_rms,speech_rate,spectral_centroid,spectral_rolloff,spectral_bandwidth,zcr,b1_80_500,b2_500_1k,b3_1k_2k,b4_2k_4k,b5_4k_8k,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
baseline_1.wav,cafe,,5.572,190.1315541128287,55.781979164715196,0.037736184895038605,7.537350262461303,1193.1815895253906,2339.151785714286,1525.7815706766194,0.06599609375,0.5502365231513977,0.1446654498577118,0.07992824912071228,0.07141047716140747,0.13534225523471832,-283.3169250488281,122.09131622314453,29.985563278198242,28.28847312927246,7.6581597328186035,6.689403057098389,-16.659034729003906,-7.919308185577393,-11.29938793182373,-1.2850453853607178,-4.634045124053955,-3.607076644897461,-5.208057880401611,baseline
baseline_10.wav,cafe,,7.148,155.3410238956512,78.63928311015086,0.05349058657884598,7.134426229508197,1044.6211724855496,1957.763671875,1290.3146451705559,0.06023515973772321,0.4964354634284973,0.15200486779212952,0.08992575109004974,0.04924941435456276,0.12238823622465134,-327.77642822265625,133.94236755371094,38.61175537109375,19.92039680480957,4.833424091339111,24.44583511352539,-2.545910358428955,4.956119060516357,0.045723218470811844,-4.95721435546875,-4.074661731719971,-3.8035857677459717,2.184727907180786,baseline
baseline_11.wav,cafe,,5.82,169.97463770141772,92.57244321285863,0.05021555349230766,5.497986577181208,810.1328118035684,1413.7620192307693,1153.109420106075,0.04137512877747253,0.5060777068138123,0.16949230432510376,0.10854413360357285,0.05303611233830452,0.0830749124288559,-361.12646484375,129.7169647216797,39.28932189941406,23.566476821899414,10.280333518981934,21.006816864013672,-1.782089114189148,7.382101058959961,4.941628456115723,-4.465246677398682,-4.582599639892578,-2.9646356105804443,0.5122838616371155,baseline
baseline_12.wav,cafe,,7.148,181.84438693853266,64.07463640627734,0.04252060502767563,6.1551912568306015,881.2234598421783,1545.2706473214287,1064.5714610171497,0.058757237025669644,0.5326897501945496,0.17423167824745178,0.09456497430801392,0.047690499573946,0.11774493008852005,-359.7503356933594,145.08444213867188,43.369224548339844,14.089231491088867,4.2016496658325195,13.300643920898438,-8.100005149841309,3.431288003921509,-3.96980881690979,-11.03156852722168,-9.876431465148926,-7.7353997230529785,-1.419362187385559,baseline
baseline_13.wav,cafe,,7.266,199.1460012489451,66.79311820280756,0.04628848284482956,6.744086021505376,827.2664893455984,1402.891995614035,1185.3815377207827,0.046163993969298246,0.5223263502120972,0.1694973260164261,0.13473214209079742,0.048341818153858185,0.08306465297937393,-346.4511413574219,142.84536743164062,36.899932861328125,11.461943626403809,4.489835739135742,18.387371063232422,-5.6550822257995605,0.3084988594055176,-0.6609364748001099,-8.89127254486084,-9.141952514648438,-6.8526997566223145,-0.5051121115684509,baseline
baseline_14.wav,cafe,,5.977,167.25065673796541,79.91386008464708,0.04576544836163521,6.69281045751634,1142.5087298839194,2100.76871657754,1305.6140727576058,0.07218206885026739,0.4314061999320984,0.16732750833034515,0.13246069848537445,0.07075878232717514,0.13571901619434357,-321.90924072265625,134.8417205810547,34.46876525878906,13.611592292785645,6.335521221160889,16.9201602935791,-5.811097621917725,3.7684686183929443,1.5137068033218384,-5.545774936676025,-5.527161121368408,-4.1289825439453125,-0.42503777146339417,baseline
baseline_15.wav,cafe,,6.094,200.8753818732928,77.31806308766934,0.04943614825606346,5.743589743589744,920.2526178941023,1752.3314790575917,1214.9997523468462,0.05334025278141361,0.5132927894592285,0.16420046985149384,0.12784342467784882,0.05941030755639076,0.09989188611507416,-346.3744201660156,130.17552185058594,39.8085823059082,22.193750381469727,4.226611137390137,13.926847457885742,-6.415323257446289,-0.7403745055198669,-5.163943767547607,-8.65447998046875,-7.349879264831543,-8.783227920532227,0.2727991044521332,baseline
baseline_16.wav,cafe,,6.523,169.3937959948811,72.21934864157681,0.04783216491341591,5.6718562874251495,814.2310283830753,1483.034620098039,1115.5411418519463,0.0455777037377451,0.49798548221588135,0.16669659316539764,0.1392711102962494,0.0447445772588253,0.08815329521894455,-332.4169616699219,149.4439697265625,26.25723648071289,16.867273330688477,11.606488227844238,17.666654586791992,-6.589533805847168,2.8795714378356934,1.3291891813278198,-4.444873809814453,-4.093893051147461,-5.720084190368652,0.9299008250236511,baseline
baseline_17.wav,cafe,,6.484,181.03543410084322,83.65901454740272,0.043911468237638474,7.865060240963856,978.7214286279418,1802.801724137931,1204.426348607681,0.06486443580665024,0.49552008509635925,0.15638160705566406,0.11576849222183228,0.04326190799474716,0.12312060594558716,-337.0882873535156,146.11993408203125,35.89413833618164,7.709507465362549,14.455402374267578,17.312564849853516,-3.6377153396606445,3.9003407955169678,-0.6253393888473511,-3.6881473064422607,-5.704773426055908,-5.451438903808594,-0.6480277180671692,baseline
baseline_18.wav,cafe,,4.922,211.89975772883767,79.31083003349845,0.05629768595099449,8.126984126984127,1143.4909463050747,2181.6659902597403,1308.9703079435533,0.06949764103084416,0.46186381578445435,0.1827116310596466,0.13325296342372894,0.055269524455070496,0.13225625455379486,-307.0966796875,130.98016357421875,25.947214126586914,10.81989860534668,9.311887741088867,19.7585391998291,-5.938666820526123,4.309853553771973,-1.1163536310195923,-10.859091758728027,-7.517498970031738,-5.001440525054932,-1.0268381834030151,baseline
baseline_19.wav,cafe,,5.391,187.0001360718987,77.57401677000199,0.046277087181806564,6.121739130434783,856.0900585366201,1576.04474852071,1171.0642441685582,0.05115396172337278,0.5291125178337097,0.16565658152103424,0.122708760201931,0.046235211193561554,0.08191048353910446,-342.1679382324219,146.6547088623047,34.803016662597656,16.317367553710938,9.256108283996582,13.822591781616211,-5.80827522277832,5.7753753662109375,-2.2711093425750732,-4.932340621948242,-7.386470317840576,-6.737856388092041,-1.001284122467041,baseline
baseline_2.wav,cafe,,6.062,177.91415969212073,67.43995773295782,0.03586655855178833,5.608247422680412,1168.3965134550951,2350.8634868421054,1462.3595933790116,0.06509560032894737,0.5282201170921326,0.13917098939418793,0.0998847633600235,0.08394632488489151,0.129054993391037,-268.07293701171875,127.64647674560547,16.76251220703125,30.692306518554688,5.09969425201416,6.61381721496582,-16.4686279296875,-3.262178659439087,-10.590595245361328,-4.3784356117248535,-5.962331771850586,-6.6367292404174805,-4.406694412231445,baseline
baseline_20.wav,cafe,,6.562,190.28487014616937,72.03998012535335,0.04033570736646652,5.79047619047619,940.5597150805675,1718.825849514563,1233.5070872205076,0.06110152457524272,0.49583807587623596,0.1814742386341095,0.13255822658538818,0.05197261646389961,0.10043811798095703,-349.15374755859375,144.0183563232422,39.20857620239258,12.997726440429688,6.837737083435059,9.194513320922852,-7.863790035247803,3.059898853302002,-3.054565906524658,-9.194275856018066,-10.28762149810791,-4.515373229980469,-3.2504239082336426,baseline
baseline_21.wav,cafe,,4.922,208.30880095077637,83.08306297973292,0.05062803998589516,5.485714285714286,1025.8936508729046,1908.5836038961038,1304.5674419018117,0.06132051542207792,0.48583734035491943,0.17245449125766754,0.14316682517528534,0.04891509190201759,0.10748890042304993,-331.8830261230469,129.28787231445312,35.61034393310547,15.651262283325195,10.32761001586914,16.30613899230957,-9.200323104858398,3.808013916015625,-1.9947572946548462,-8.839752197265625,-7.537996292114258,-6.751984119415283,-0.09008710086345673,baseline
baseline_22.wav,cafe,,8.125,168.7307126042424,82.06037194382334,0.04683634638786316,5.661538461538462,900.4869658232709,1645.7615649606298,1240.0225034530729,0.05156365342027559,0.4849570691585541,0.17172981798648834,0.13148583471775055,0.05513085797429085,0.09353563189506531,-336.0279541015625,140.798095703125,37.98064422607422,14.734017372131348,13.370243072509766,15.498174667358398,-3.1812946796417236,5.8525285720825195,0.9318428635597229,-5.324234962463379,-6.280116558074951,-3.9095282554626465,-0.18062369525432587,baseline
baseline_23.wav,cafe,,7.031,187.09345655121143,85.26352436082165,0.04387648403644562,5.973333333333334,960.8084828922459,1803.3025568181818,1313.230833451913,0.05318492542613636,0.4914771318435669,0.1618451476097107,0.12778855860233307,0.06432320177555084,0.10366898775100708,-348.0762634277344,132.81822204589844,40.619781494140625,17.081398010253906,11.899818420410156,15.0221529006958,-3.2163596153259277,5.469754219055176,-0.6430003643035889,-5.761826515197754,-7.569194793701172,-4.2928147315979,-0.6841737031936646,baseline
baseline_24.wav,cafe,,9.375,160.71282056253838,83.52999315955029,0.04396499693393707,6.293333333333333,799.8054467256129,1454.4315273037544,1199.8296454162007,0.041155610068259386,0.524226725101471,0.14874444901943207,0.11478982865810394,0.04694300517439842,0.08065347373485565,-349.505126953125,143.10372924804688,40.6182861328125,19.218976974487305,13.196464538574219,20.149883270263672,-3.4769558906555176,2.30267071723938,-1.6981492042541504,-6.257009983062744,-4.404351234436035,-3.4485995769500732,-0.5082620978355408,baseline
baseline_25.wav,cafe,,5.625,193.58656589333307,64.56841520445246,0.038775309920310974,6.933333333333334,804.7284054101696,1405.4509943181818,1020.3609047168192,0.05207408558238636,0.5341747403144836,0.18488720059394836,0.1286480724811554,0.04366038367152214,0.09250941872596741,-369.67333984375,149.31809997558594,31.132923126220703,10.094740867614746,6.408636093139648,12.632088661193848,-7.733705520629883,2.9580342769622803,-2.854518175125122,-12.277876853942871,-9.32876968383789,-7.710026264190674,0.6861276030540466,baseline
baseline_26.wav,cafe,,8.88,191.20934945107246,67.60340949241306,0.03811972960829735,6.644237672264531,874.7370741992271,1487.6348920863309,1173.6175533096591,0.05523901191546762,0.5332980155944824,0.15276923775672913,0.12915891408920288,0.04171197861433029,0.10917720198631287,-366.78497314453125,142.40065002441406,36.41402816772461,16.18808937072754,11.94070816040039,15.800919532775879,-6.23573637008667,2.628641366958618,-3.0979766845703125,-10.48114013671875,-9.232742309570312,-8.56144905090332,-1.0639119148254395,baseline
baseline_3.wav,cafe,,3.75,200.09097163170313,80.31791456158803,0.041941553354263306,8.266666666666667,1133.2769669739303,2342.1610169491523,1432.0624092284695,0.0636089777542373,0.5104973316192627,0.16885796189308167,0.11110392212867737,0.08642198890447617,0.09379564225673676,-236.4058380126953,133.88572692871094,8.26346492767334,28.04585075378418,2.2080135345458984,4.058401107788086,-11.712114334106445,0.7081453800201416,-8.09226131439209,-5.675808429718018,-4.354528427124023,-5.373166561126709,-5.040846347808838,baseline
baseline_4.wav,cafe,,5.547,246.8396595640104,76.81580739152402,0.12902867794036865,6.670422535211268,1207.2357779830331,2407.10308908046,1492.2360290529693,0.07730558548850575,0.5186166167259216,0.21094973385334015,0.09645755589008331,0.08274661749601364,0.07992266118526459,-203.04991149902344,117.88381958007812,16.073484420776367,11.093987464904785,-16.5869140625,-7.560755729675293,-20.717880249023438,-15.447745323181152,-7.226201057434082,-8.259316444396973,-9.910573959350586,-3.316533327102661,-2.1140055656433105,baseline
baseline_5.wav,cafe,,6.562,250.6634994342609,76.33136664629379,0.12283981591463089,6.552380952380952,1214.4087582224654,2298.6953883495144,1434.3775508444398,0.08362408980582524,0.4689418077468872,0.22750166058540344,0.11414647847414017,0.07721147686243057,0.09097949415445328,-172.45596313476562,128.10227966308594,6.102085113525391,7.812809467315674,-15.75517463684082,-6.766565799713135,-21.626014709472656,-12.255352020263672,-6.347958564758301,-6.820708274841309,-11.178934097290039,-4.196653366088867,-1.2819472551345825,baseline
baseline_6.wav,cafe,,7.917,241.0473932443762,82.5476612819779,0.11557742208242416,5.9363109616508,1062.6742792661676,1946.9191028225807,1348.0420670995443,0.06570533014112903,0.49845728278160095,0.2285580039024353,0.12149731069803238,0.0688014104962349,0.0665559470653534,-183.2990264892578,134.92962646484375,6.4165449142456055,8.296449661254883,-16.16407012939453,-3.7218124866485596,-21.156139373779297,-11.74766731262207,-6.0910964012146,-8.436235427856445,-11.223907470703125,-2.9894187450408936,-3.962536334991455,baseline
