pitch,pitch_std,pitch_velocity,energy,speech_rate,spectral_centroid,spectral_rolloff,spectral_bandwidth,zcr,low_band_ratio,low_mid_ratio,high_band_ratio,thickness_score,main_freq_velocity_mean,main_freq_jump_ratio,main_freq_smoothness,main_freq_std,main_freq_range
80.68739097386847,29.767159220492882,6.652644429342842,0.07883087287895209,6.30232558139535,1586.4433913175708,2468.98464559624,2819.0560234122,0.026105047392998515,0.5125421566325564,0.22888475708490194,0.1347833916891453,0.4085256341498134,35.518457438878954,0.12785728483402897,0.015549188293372596,148.91558334065343,642.8960755813954
