pitch,pitch_std,pitch_velocity,energy,speech_rate,spectral_centroid,duration,spectral_rolloff,spectral_bandwidth,zcr,low_band_ratio,low_mid_ratio,high_band_ratio,thickness_score,main_freq_velocity_mean,main_freq_jump_ratio,main_freq_smoothness,main_freq_std,main_freq_range
123.20920361847399,63.83289818038849,9.913776216734648,0.0666499442110459,3.27978667114675,1071.3935900388708,5.62119425547997,1849.8789504585523,1454.9724966855704,0.04820051490393811,0.4871772478024165,0.2606268723805745,0.16842969258626303,0.4321608885404757,37.290898763437234,0.12996765882149725,0.01672826275472657,129.35879284758468,918.212890625
