pitch,pitch_std,pitch_velocity,energy,speech_rate,spectral_centroid,duration,spectral_rolloff,spectral_bandwidth,zcr,low_band_ratio,low_mid_ratio,high_band_ratio,thickness_score,main_freq_velocity_mean,main_freq_jump_ratio,main_freq_smoothness,main_freq_std,main_freq_range
80.11972043144536,28.78916378081633,6.441953879265882,0.08341839975293945,6.470588235294118,1584.5810879778842,2.5,2457.00973873592,2849.981427896088,0.025320652280193996,0.5272447203888613,0.23134398197426514,0.13304897967506857,0.4484075431332353,36.74408465309201,0.13310708898944193,0.014656647174339727,158.85398270965106,654.8713235294117
